log_id,campaign_id,billboard_id,device_id,exposure_time
CL0849,CMP004,BB037,D013,2026-03-24 19:16:36
CL0532,CMP002,BB026,D046,2026-03-24 20:15:58
CL0347,CMP003,BB026,D028,2026-03-24 22:41:48
CL0204,CMP001,BB054,D041,2026-03-25 04:35:31
CL0113,CMP003,BB049,D065,2026-03-25 06:56:51
CL0738,CMP001,BB038,D025,2026-03-25 07:11:01
CL0889,CMP005,BB067,D069,2026-03-25 08:51:17
CL0548,CMP005,BB002,D012,2026-03-25 09:54:10
CL0269,CMP004,BB068,D053,2026-03-25 11:51:09
CL0980,CMP002,BB053,D004,2026-03-25 13:08:34
CL0704,CMP002,BB066,D016,2026-03-25 20:37:44
CL0259,CMP005,BB010,D015,2026-03-25 21:31:25
CL0659,CMP005,BB084,D029,2026-03-25 21:54:49
CL0756,CMP005,BB090,D055,2026-03-25 23:32:20
CL0067,CMP003,BB077,D024,2026-03-26 00:18:19
CL0748,CMP004,BB071,D040,2026-03-26 01:43:27
CL0584,CMP005,BB018,D059,2026-03-26 02:06:40
CL0650,CMP002,BB054,D023,2026-03-26 03:38:22
CL0859,CMP002,BB090,D017,2026-03-26 04:15:29
CL0268,CMP004,BB041,D027,2026-03-26 08:08:39
CL0866,CMP001,BB078,D029,2026-03-26 09:21:37
CL0658,CMP002,BB007,D064,2026-03-26 10:51:04
CL0260,CMP003,BB026,D057,2026-03-26 11:04:26
CL0500,CMP004,BB012,D060,2026-03-26 11:19:20
CL0777,CMP005,BB089,D075,2026-03-26 13:10:17
CL0335,CMP005,BB015,D060,2026-03-26 14:06:01
CL0919,CMP002,BB086,D069,2026-03-26 17:31:14
CL0825,CMP004,BB087,D026,2026-03-26 17:58:29
CL0524,CMP004,BB046,D051,2026-03-27 01:10:54
CL0012,CMP005,BB007,D017,2026-03-27 05:38:27
CL0162,CMP005,BB056,D086,2026-03-27 05:41:35
CL0387,CMP002,BB033,D040,2026-03-27 05:59:26
CL0959,CMP004,BB026,D007,2026-03-27 10:30:55
CL0850,CMP005,BB071,D032,2026-03-27 12:22:40
CL0380,CMP005,BB082,D005,2026-03-27 12:33:18
CL0995,CMP001,BB037,D043,2026-03-27 15:54:59
CL0547,CMP005,BB067,D023,2026-03-27 19:03:35
CL0015,CMP001,BB088,D029,2026-03-27 19:21:17
CL0806,CMP002,BB014,D087,2026-03-27 19:52:04
CL0040,CMP004,BB033,D086,2026-03-27 23:52:40
CL0128,CMP002,BB058,D035,2026-03-28 00:26:53
CL0481,CMP005,BB031,D021,2026-03-28 00:40:27
CL0686,CMP003,BB065,D085,2026-03-28 01:56:40
CL0220,CMP001,BB081,D051,2026-03-28 06:02:52
CL0573,CMP003,BB023,D025,2026-03-28 08:18:51
CL0027,CMP001,BB063,D071,2026-03-28 10:53:07
CL0193,CMP005,BB045,D066,2026-03-28 12:38:04
CL0296,CMP005,BB090,D048,2026-03-28 19:26:43
CL0033,CMP002,BB049,D023,2026-03-28 22:52:13
CL0004,CMP004,BB090,D058,2026-03-29 02:41:49
CL0488,CMP001,BB055,D087,2026-03-29 04:05:41
CL0132,CMP003,BB066,D001,2026-03-29 04:54:48
CL0374,CMP001,BB059,D045,2026-03-29 05:10:23
CL0060,CMP001,BB088,D027,2026-03-29 06:37:38
CL0567,CMP003,BB014,D078,2026-03-29 11:43:40
CL0798,CMP004,BB026,D033,2026-03-29 14:30:23
CL0052,CMP004,BB065,D083,2026-03-29 19:11:23
CL0537,CMP003,BB040,D061,2026-03-29 19:30:38
CL0937,CMP004,BB056,D079,2026-03-29 22:43:28
CL0830,CMP002,BB033,D094,2026-03-29 23:03:10
CL0876,CMP003,BB053,D075,2026-03-30 00:45:28
CL0663,CMP004,BB035,D077,2026-03-30 01:56:10
CL0898,CMP001,BB090,D046,2026-03-30 04:43:16
CL0244,CMP003,BB080,D044,2026-03-30 09:41:34
CL0315,CMP002,BB031,D053,2026-03-30 11:30:49
CL0857,CMP001,BB026,D048,2026-03-30 11:48:25
CL0324,CMP004,BB063,D090,2026-03-30 17:59:07
CL0212,CMP002,BB083,D082,2026-03-30 19:55:27
CL0463,CMP004,BB089,D056,2026-03-30 20:14:29
CL0801,CMP003,BB026,D081,2026-03-30 22:01:34
CL0580,CMP002,BB086,D089,2026-03-30 22:12:12
